,Discipline,original_afiliacion,Gender,original_completo,Affiliation,Complete,Complete - Gender
2059,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,Category 2,Complete,Complete - Female
2060,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2061,Economic Sci.,"EL COLEGIO DE MEXICO, A.C.",Male,True,Category 2,Complete,Complete - Male
2062,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2063,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
2064,Health Sci.,GOBIERNO DEL ESTADO DE CHIHUAHUA,Female,True,Category 2,Complete,Complete - Female
2065,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
2066,Health Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,False,,Incomplete,Incomplete - Female
2067,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2068,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2069,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
2070,Health Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2071,Economic Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Male,False,,Incomplete,Incomplete - Male
2072,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,False,,Incomplete,Incomplete - Female
2073,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
2074,Health Sci.,UNIVERSIDAD DE SONORA,Male,True,Category 3,Complete,Complete - Male
2075,Health Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Female,False,,Incomplete,Incomplete - Female
2076,Economic Sci.,UNIVERSIDAD DE SONORA,Female,False,,Incomplete,Incomplete - Female
2077,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Female,True,Category 1,Complete,Complete - Female
2078,Engineering,UNIVERSIDAD AUTONOMA DE YUCATAN,Male,True,Category 3,Complete,Complete - Male
2079,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
2080,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
2081,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2082,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Male,True,Category 3,Complete,Complete - Male
2083,Economic Sci.,"EL COLEGIO DE MEXICO, A.C.",Male,True,Category 2,Complete,Complete - Male
2084,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,False,,Incomplete,Incomplete - Female
2085,Economic Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Male,False,,Incomplete,Incomplete - Male
2086,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
2087,Economic Sci.,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Male,False,,Incomplete,Incomplete - Male
2088,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2089,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
2090,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
2091,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Male,True,Category 3,Complete,Complete - Male
2092,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2093,Economic Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Male,False,,Incomplete,Incomplete - Male
2094,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Male,True,Category 2,Complete,Complete - Male
2095,Engineering,UNIVERSIDAD ESTATAL DE SONORA,Male,False,,Incomplete,Incomplete - Male
2096,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2097,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2098,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Male,True,Category 2,Complete,Complete - Male
2099,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2100,Economic Sci.,UNIVERSIDAD DE MONTERREY,Male,True,Category 3,Complete,Complete - Male
2101,Health Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
2102,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2103,Health Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
2104,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,,Incomplete,Incomplete - Female
2105,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
2106,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
2107,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,True,Category 3,Complete,Complete - Female
2108,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,,Incomplete,Incomplete - Female
2109,Engineering,UNIVERSIDAD IBEROAMERICANA,Female,False,,Incomplete,Incomplete - Female
2110,Engineering,UNIVERSIDAD AUTONOMA DE ZACATECAS,Male,True,Category 3,Complete,Complete - Male
2111,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Female,False,,Incomplete,Incomplete - Female
2112,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
2113,Health Sci.,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Male,True,Category 2,Complete,Complete - Male
2114,Economic Sci.,UNIVERSIDAD DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
2115,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
2116,Economic Sci.,CENTRO DE ESTUDIOS MONETARIOS LATINOAMERICANOS,Female,False,,Incomplete,Incomplete - Female
2117,Engineering,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,Male,True,Category 2,Complete,Complete - Male
2118,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2119,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,False,,Incomplete,Incomplete - Male
2120,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
2121,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
2122,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2123,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Female,False,,Incomplete,Incomplete - Female
2124,Engineering,UNIVERSIDAD POLITECNICA METROPOLITANA DE HIDALGO,Female,True,Category 3,Complete,Complete - Female
2125,Economic Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Female,True,Category 2,Complete,Complete - Female
2126,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,True,Category 3,Complete,Complete - Male
2127,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,False,,Incomplete,Incomplete - Male
2128,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2129,Economic Sci.,UNIVERSIDAD POLITECNICA METROPOLITANA DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
2130,Health Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2131,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2132,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2133,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,,Incomplete,Incomplete - Female
2134,Engineering,POLITECNICO DE TURIN,Male,True,Category 2,Complete,Complete - Male
2135,Health Sci.,UNIVERSIDAD VERACRUZANA,Male,True,Category 3,Complete,Complete - Male
2136,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
2137,Health Sci.,INSTITUTO NACIONAL DE CANCEROLOGIA,Female,True,,Incomplete,Incomplete - Female
2138,Engineering,"UNIVERSIDAD AUTONOMA DE GUADALAJARA, A.C.",Male,True,Category 2,Complete,Complete - Male
2139,Engineering,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,True,Category 3,Complete,Complete - Male
2140,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
2141,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,Category 2,Complete,Complete - Female
2142,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2143,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2144,Health Sci.,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Male,False,,Incomplete,Incomplete - Male
2145,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
2146,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Female,False,,Incomplete,Incomplete - Female
2147,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2148,Health Sci.,GOBIERNO DEL ESTADO DE HIDALGO,Female,True,Category 2,Complete,Complete - Female
2149,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
2150,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
2151,Engineering,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
2152,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2153,Engineering,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,Male,True,Category 2,Complete,Complete - Male
2154,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,Category 2,Complete,Complete - Female
2155,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,True,Category 2,Complete,Complete - Male
2156,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Male,True,Category 3,Complete,Complete - Male
2157,Engineering,GOBIERNO DEL ESTADO DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
2158,Engineering,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2159,Health Sci.,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
2160,Economic Sci.,UNIVERSIDAD AUTONOMA DE TLAXCALA,Female,True,Category 3,Complete,Complete - Female
2161,Health Sci.,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Female,False,,Incomplete,Incomplete - Female
2162,Health Sci.,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2163,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2164,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 2,Complete,Complete - Male
2165,Engineering,UNIVERSIDAD AUTONOMA DE NAYARIT,Male,False,,Incomplete,Incomplete - Male
2166,Health Sci.,SECRETARIA DE SALUD,Female,True,,Incomplete,Incomplete - Female
2167,Health Sci.,UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2168,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2169,Engineering,UNIVERSIDAD POLITECNICA DE AGUASCALIENTES,Male,False,,Incomplete,Incomplete - Male
2170,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
2171,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2172,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2173,Economic Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,True,Category 3,Complete,Complete - Male
2174,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 2,Complete,Complete - Female
2175,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Female,True,Category 2,Complete,Complete - Female
2176,Engineering,INSTITUTO MEXICANO DEL PETROLEO,Male,True,Category 2,Complete,Complete - Male
2177,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 2,Complete,Complete - Female
2178,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2179,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
2180,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Female,False,,Incomplete,Incomplete - Female
2181,Economic Sci.,UNIVERSIDAD DE MONTERREY,Female,False,,Incomplete,Incomplete - Female
2182,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2183,Economic Sci.,UNIVERSIDAD IBEROAMERICANA,Male,False,,Incomplete,Incomplete - Male
2184,Engineering,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",Male,True,Category 2,Complete,Complete - Male
2185,Economic Sci.,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES,Female,False,,Incomplete,Incomplete - Female
2186,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
2187,Economic Sci.,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,True,Category 3,Complete,Complete - Male
2188,Health Sci.,HOSPITAL GENERAL DR. MANUEL GEA GONZALEZ,Female,True,,Incomplete,Incomplete - Female
2189,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
2190,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2191,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2192,Engineering,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,False,,Incomplete,Incomplete - Male
2193,Health Sci.,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Male,True,Category 3,Complete,Complete - Male
2194,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,True,Category 2,Complete,Complete - Male
2195,Economic Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Male,True,Category 2,Complete,Complete - Male
2196,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
2197,Economic Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,True,Category 3,Complete,Complete - Male
2198,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,False,,Incomplete,Incomplete - Female
2199,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,False,,Incomplete,Incomplete - Female
2200,Economic Sci.,UNIVERSIDAD DE BURGOS,Female,True,Category 2,Complete,Complete - Female
2201,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
2202,Engineering,INSTITUTO TECNOLOGICO DE SONORA,Female,False,,Incomplete,Incomplete - Female
2203,Economic Sci.,UNIVERSIDAD DE COLIMA,Female,True,Category 3,Complete,Complete - Female
2204,Health Sci.,INSTITUTO NACIONAL DE PERINATOLOGIA,Female,True,Category 2,Complete,Complete - Female
2205,Health Sci.,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
2206,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,False,,Incomplete,Incomplete - Male
2207,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,True,Category 2,Complete,Complete - Male
2208,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2209,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2210,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,Male,False,,Incomplete,Incomplete - Male
2211,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2212,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
2213,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,False,,Incomplete,Incomplete - Female
2214,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Female,True,,Incomplete,Incomplete - Female
2215,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
2216,Engineering,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Female,False,,Incomplete,Incomplete - Female
2217,Health Sci.,SECRETARIA DE SALUD,Female,True,,Incomplete,Incomplete - Female
2218,Health Sci.,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Male,True,Category 2,Complete,Complete - Male
2219,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Male,True,Category 2,Complete,Complete - Male
2220,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2221,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2222,Engineering,UNIVERSIDAD TECNOLOGICA DE LA MIXTECA,Male,True,Category 3,Complete,Complete - Male
2223,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Female,False,,Incomplete,Incomplete - Female
2224,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,False,,Incomplete,Incomplete - Female
2225,Health Sci.,SECRETARIA DE SALUD,Male,True,,Incomplete,Incomplete - Male
2226,Economic Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Male,True,Category 3,Complete,Complete - Male
2227,Health Sci.,SECRETARIA DE SALUD,Female,True,Category 2,Complete,Complete - Female
2228,Engineering,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2229,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,,Incomplete,Incomplete - Female
2230,Economic Sci.,UNIVERSIDAD PANAMERICANA,Male,False,,Incomplete,Incomplete - Male
2231,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,False,,Incomplete,Incomplete - Male
2232,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
2233,Economic Sci.,EL COLEGIO DE SONORA,Female,False,,Incomplete,Incomplete - Female
2234,Health Sci.,INSTITUTO NACIONAL DE PEDIATRIA,Female,False,,Incomplete,Incomplete - Female
2235,Health Sci.,UNIVERSIDAD DE SONORA,Female,False,,Incomplete,Incomplete - Female
2236,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2237,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,,Incomplete,Incomplete - Male
2238,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,True,Category 3,Complete,Complete - Male
2239,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
2240,Engineering,UNIVERSIDAD DE SONORA,Male,False,,Incomplete,Incomplete - Male
2241,Economic Sci.,UNIVERSIDAD DE SONORA,Female,True,Category 3,Complete,Complete - Female
2242,Health Sci.,NEW YORK MEDICAL COLLEGE,Male,True,Category 2,Complete,Complete - Male
2243,Engineering,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
2244,Economic Sci.,INSTITUTO NACIONAL DE ESTADISTICA Y GEOGRAFIA,Male,False,,Incomplete,Incomplete - Male
2245,Engineering,UNIVERSIDAD VERACRUZANA,Female,True,Category 3,Complete,Complete - Female
2246,Engineering,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2247,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,Category 2,Complete,Complete - Female
2248,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
2249,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
2250,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
2251,Engineering,INSTITUTO TECNOLOGICO DE SONORA,Male,True,Category 3,Complete,Complete - Male
2252,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2253,Economic Sci.,"EL COLEGIO DE MEXICO, A.C.",Female,False,,Incomplete,Incomplete - Female
2254,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2255,Health Sci.,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
2256,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
2257,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2258,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Female,True,Category 2,Complete,Complete - Female
2259,Engineering,"CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO EN ELECTROQUIMICA, S.",Male,True,Category 2,Complete,Complete - Male
2260,Economic Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Male,True,Category 3,Complete,Complete - Male
2261,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,False,,Incomplete,Incomplete - Male
2262,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,True,Category 2,Complete,Complete - Male
2263,Engineering,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Male,True,Category 2,Complete,Complete - Male
2264,Engineering,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,True,Category 3,Complete,Complete - Male
2265,Health Sci.,FLORIDA STATE UNIVERSITY,Male,True,Category 2,Complete,Complete - Male
2266,Health Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,,Incomplete,Incomplete - Male
2267,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
2268,Engineering,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,True,Category 3,Complete,Complete - Male
2269,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Female,False,,Incomplete,Incomplete - Female
2270,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,,Incomplete,Incomplete - Male
2271,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
2272,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Female,True,,Incomplete,Incomplete - Female
2273,Engineering,UNIVERSIDAD AUTONOMA DE ZACATECAS,Male,False,,Incomplete,Incomplete - Male
2274,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Male,True,Category 3,Complete,Complete - Male
2275,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
2276,Health Sci.,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",Male,False,,Incomplete,Incomplete - Male
2277,Health Sci.,UNIVERSIDAD VERACRUZANA,Female,True,Category 3,Complete,Complete - Female
2278,Engineering,UNIVERSIDAD AUTONOMA DE SINALOA,Male,True,Category 3,Complete,Complete - Male
2279,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2280,Engineering,UNIVERSIDAD AUTONOMA DE QUERETARO,Male,True,Category 3,Complete,Complete - Male
2281,Health Sci.,CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION,Male,False,,Incomplete,Incomplete - Male
2282,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
2283,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
2284,Health Sci.,UNIVERSIDAD DE SONORA,Male,False,,Incomplete,Incomplete - Male
2285,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
2286,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
2287,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2288,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Male,True,Category 3,Complete,Complete - Male
2289,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2290,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2291,Economic Sci.,UNIVERSIDAD IBEROAMERICANA,Male,False,,Incomplete,Incomplete - Male
2292,Engineering,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
2293,Health Sci.,SIN INSTITUCIÓN,Female,True,,Incomplete,Incomplete - Female
2294,Engineering,"UNIVERSIDAD DEL VALLE DE MEXICO, S.C.",Male,True,Category 2,Complete,Complete - Male
2295,Economic Sci.,UNIVERSIDAD AUTONOMA DE TLAXCALA,Male,False,,Incomplete,Incomplete - Male
2296,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Female,False,,Incomplete,Incomplete - Female
2297,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2298,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2299,Economic Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Female,False,,Incomplete,Incomplete - Female
2300,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,,Incomplete,Incomplete - Female
