disciplina,afiliacion,genero,completo,categoria_afiliacion,metrica_calculada
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,f,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PERINATOLOGIA,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUANAJUATO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,"UNIVERSIDAD LA SALLE, A.C.",m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"EL COLEGIO DE MEXICO, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE SONORA,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,"EL COLEGIO DE MEXICO, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE CHIAPAS,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD VERACRUZANA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA METROPOLITANA,f,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE OCCIDENTE,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD ESTATAL DE SONORA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DEL ISTMO,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE QUERETARO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD VERACRUZANA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD DEL ISTMO,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD DE SONORA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,True,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,m,True,Categoría 3,True
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,,False
CIENCIAS ECONOMICAS,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD VERACRUZANA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PERINATOLOGIA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
INGENIERIA,INSTITUTO MEXICANO DEL PETROLEO,f,True,Categoría 2,True
INGENIERIA,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,f,True,,False
INGENIERIA,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD VERACRUZANA,m,False,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,False,,False
CIENCIAS DE LA SALUD,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,f,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,,False
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE YUCATAN,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,m,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA INDIGENA DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD PANAMERICANA,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,m,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,f,False,,False
CIENCIAS ECONOMICAS,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,m,False,,False
CIENCIAS ECONOMICAS,"DESARROLLO Y APRENDIZAJE SOLIDARIO, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
INGENIERIA,UNIVERSIDAD POLITECNICA DE QUERETARO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,"EL COLEGIO DE MEXICO, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,GOBIERNO DEL ESTADO DE CHIHUAHUA,f,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD ANAHUAC DEL NORTE,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE COAHUILA,f,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE SONORA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE SONORA,f,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE YUCATAN,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"EL COLEGIO DE MEXICO, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD ANAHUAC DEL NORTE,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SINALOA,m,False,,False
CIENCIAS ECONOMICAS,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD ESTATAL DE SONORA,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE MONTERREY,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,,False
INGENIERIA,UNIVERSIDAD IBEROAMERICANA,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE ZACATECAS,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE MONTERREY,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,CENTRO DE ESTUDIOS MONETARIOS LATINOAMERICANOS,f,False,,False
INGENIERIA,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,f,False,,False
INGENIERIA,UNIVERSIDAD POLITECNICA METROPOLITANA DE HIDALGO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD ANAHUAC DEL NORTE,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE COAHUILA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD POLITECNICA METROPOLITANA DE HIDALGO,m,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,,False
INGENIERIA,POLITECNICO DE TURIN,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CANCEROLOGIA,f,True,,False
INGENIERIA,"UNIVERSIDAD AUTONOMA DE GUADALAJARA, A.C.",m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS DE LA SALUD,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,m,False,,False
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE MEDICINA GENOMICA,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,GOBIERNO DEL ESTADO DE HIDALGO,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SINALOA,m,True,Categoría 3,True
INGENIERIA,GOBIERNO DEL ESTADO DE GUANAJUATO,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TLAXCALA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,f,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE NAYARIT,m,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,m,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,UNIVERSIDAD POLITECNICA DE AGUASCALIENTES,m,False,,False
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,f,True,Categoría 2,True
INGENIERIA,INSTITUTO MEXICANO DEL PETROLEO,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 2,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE MONTERREY,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD IBEROAMERICANA,m,False,,False
INGENIERIA,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE QUERETARO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,HOSPITAL GENERAL DR. MANUEL GEA GONZALEZ,f,True,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE QUERETARO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD ANAHUAC DEL NORTE,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE BURGOS,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
INGENIERIA,INSTITUTO TECNOLOGICO DE SONORA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE COLIMA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PERINATOLOGIA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,Categoría 4,True
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,f,False,,False
